,blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,Location 1,noticeDate,lat,long
13520,1473 059,1629 N BRADFORD ST,BROADWAY EAST,13,EASTERN,"(39.3097340949, -76.5849064763)",01/01/70513,39.3097340949,-76.5849064763
13521,1484 059,2308 E OLIVER ST,BROADWAY EAST,13,EASTERN,"(39.3080353319, -76.5850904257)",01/01/91908,39.3080353319,-76.5850904257
13522,0020 075,1554 MCKEAN AVE,SANDTOWN-WINCHESTER,7,WESTERN,"(39.3062458025, -76.6473657423)",01/01/101012,39.3062458025,-76.6473657423
13523,0262 039,1620 MCHENRY ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,"(39.2845454132, -76.6430554155)",01/01/103105,39.2845454132,-76.6430554155
13524,2164 018,10 N WHEELER AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,"(39.2884297759, -76.6545839331)",01/01/90911,39.2884297759,-76.6545839331
13525,7643 036,2821 ROUND ROAD,CHERRY HILL,10,SOUTHERN,"(39.2470238233, -76.6276825314)",01/01/51311,39.2470238233,-76.6276825314
13526,4010I035,1105 DARLEY AVE,EAST BALTIMORE MIDWAY,12,EASTERN,"(39.3164725115, -76.5998318085)",01/01/62207,39.3164725115,-76.5998318085
13527,0699 037,409 S PAYSON ST,CARROLLTON RIDGE,9,SOUTHERN,"(39.2826604481, -76.6480693063)",01/01/11108,39.2826604481,-76.6480693063
13528,0036B079,1355 N CALHOUN ST,SANDTOWN-WINCHESTER,7,WESTERN,"(39.3048086236, -76.6401860047)",01/01/81208,39.3048086236,-76.6401860047
13529,1116 023,1634 N CAROLINE ST,OLIVER,12,EASTERN,"(39.309202229, -76.5985777191)",01/01/92111,39.309202229,-76.5985777191
13530,6331 004,307 S NEWKIRK ST,GREEKTOWN,1,SOUTHEASTERN,"(39.2888452599, -76.5564581328)",01/01/22615,39.2888452599,-76.5564581328
13531,1099B057,1317 E NORTH AVE,OLIVER,12,EASTERN,"(39.3116371874, -76.6001691116)",01/01/40606,39.3116371874,-76.6001691116
13532,3824 009,2317 BARCLAY ST,BARCLAY,12,EASTERN,"(39.3159136391, -76.6109813031)",01/01/52110,39.3159136391,-76.6109813031
13533,4095 002,902 MONTPELIER ST,BETTER WAVERLY,14,NORTHERN,"(39.3252334624, -76.6048298016)",01/01/123011,39.3252334624,-76.6048298016
13534,0049 002,1102 N MONROE ST,MIDTOWN-EDMONDSON,9,WESTERN,"(39.3010420932, -76.6478824385)",01/01/42310,39.3010420932,-76.6478824385
13535,0273 011,320 S PAYSON ST,CARROLLTON RIDGE,9,SOUTHERN,"(39.2837263191, -76.6486636543)",01/01/63008,39.2837263191,-76.6486636543
13536,3389 002,3624 MALDEN AVE,WOODBERRY,7,NORTHERN,"(39.3322266134, -76.6512221518)",01/01/41712,39.3322266134,-76.6512221518
13537,1658 056,504 N BELNORD AVE,MCELDERRY PARK,13,SOUTHEASTERN,"(39.2972467724, -76.5788431452)",01/01/82313,39.2972467724,-76.5788431452
13538,0089 019,813 N CALHOUN ST,HARLEM PARK,9,WESTERN,"(39.2983782896, -76.6398150114)",01/01/111811,39.2983782896,-76.6398150114
13539,0097 047,709 N FULTON AVE,HARLEM PARK,9,WESTERN,"(39.2967358884, -76.6453219034)",01/01/22310,39.2967358884,-76.6453219034
13540,2452 035,3019 BRIGHTON ST,ROSEMONT,9,SOUTHWESTERN,"(39.3049852089, -76.667888698)",01/01/21012,39.3049852089,-76.667888698
13541,1111 085,444 PITMAN PL,GREENMOUNT WEST,12,EASTERN,"(39.3086223662, -76.6095585545)",01/01/81810,39.3086223662,-76.6095585545
13542,1460 042,1751 N CHESTER ST,BROADWAY EAST,12,EASTERN,"(39.310800312, -76.5883488811)",01/01/30212,39.310800312,-76.5883488811
13543,1451 025,2227 E NORTH AVE,BROADWAY EAST,12,EASTERN,"(39.3122583857, -76.5865311789)",01/01/52609,39.3122583857,-76.5865311789
13544,1534 057,2131 E PRESTON ST,BROADWAY EAST,13,EASTERN,"(39.3054570891, -76.5873161142)",01/01/61713,39.3054570891,-76.5873161142
13545,0213 006,1511 W BALTIMORE ST,FRANKLIN SQUARE,9,WESTERN,"(39.2881508764, -76.6414445012)",01/01/22514,39.2881508764,-76.6414445012
13546,2439 007,3112 PRESBURY ST,ROSEMONT,7,SOUTHWESTERN,"(39.3073358525, -76.6697516327)",01/01/80814,39.3073358525,-76.6697516327
13547,0087 027,815 N GILMOR ST,HARLEM PARK,9,WESTERN,"(39.298388125, -76.6426243489)",01/01/11207,39.298388125,-76.6426243489
13548,0430 062,1116 MYRTLE AVE,UPTON,11,CENTRAL,"(39.2972724582, -76.6308341545)",01/01/20805,39.2972724582,-76.6308341545
13549,2165 010,41 N CATHERINE ST,SHIPLEY HILL,9,SOUTHWESTERN,"(39.2888379597, -76.6563174365)",01/01/40813,39.2888379597,-76.6563174365
13550,0180 012,1623 W LEXINGTON ST,FRANKLIN SQUARE,9,WESTERN,"(39.2904921114, -76.6433798174)",01/01/22614,39.2904921114,-76.6433798174
13551,2906 009,3701 SPRINGDALE AVE,FOREST PARK,6,NORTHWESTERN,"(39.32427974, -76.6801598123)",01/01/110514,39.32427974,-76.6801598123
13552,0008 074,1711 N MONROE ST,SANDTOWN-WINCHESTER,7,WESTERN,"(39.3083935532, -76.6478111818)",01/01/51708,39.3083935532,-76.6478111818
13553,2174A034,134 WILLARD ST,SHIPLEY HILL,9,SOUTHWESTERN,"(39.2849072547, -76.655140049)",01/01/82708,39.2849072547,-76.655140049
13554,4165 084,1649 NORMAL AVE,DARLEY PARK,14,EASTERN,"(39.3155911278, -76.594501344)",01/01/72811,39.3155911278,-76.594501344
13555,1108 079,1717 N DALLAS ST,OLIVER,12,EASTERN,"(39.310080239, -76.5974845444)",01/01/30510,39.310080239,-76.5974845444
13556,0120 063,1826 W FRANKLIN ST,HARLEM PARK,9,WESTERN,"(39.2940338206, -76.6467392157)",01/01/71609,39.2940338206,-76.6467392157
13557,5452 025,2621 BERWICK AVE,HAMILTON HILLS,3,NORTHEASTERN,"(39.3665830912, -76.5587950265)",01/01/113012,39.3665830912,-76.5587950265
13558,3935 125,2786 TIVOLY AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,"(39.3233260179, -76.5921023544)",01/01/92612,39.3233260179,-76.5921023544
13559,4581 014,3309 SPAULDING AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,"(39.3469342526, -76.6764803542)",01/01/31605,39.3469342526,-76.6764803542
13560,7263 041,3905 FAIRHAVEN AVE,CURTIS BAY,10,SOUTHERN,"(39.2294238518, -76.5901444034)",01/01/60713,39.2294238518,-76.5901444034
13561,1184 072,1005 VALLEY ST,JOHNSTON SQUARE,12,EASTERN,"(39.3018898976, -76.6046641487)",01/01/41607,39.3018898976,-76.6046641487
13562,0170 035,1129 W SARATOGA ST,POPPLETON,9,WESTERN,"(39.2921721468, -76.6364231052)",01/01/11014,39.2921721468,-76.6364231052
13563,3234 030,2300 WHITTIER AVE,PARKVIEW/WOODBROOK,7,WESTERN,"(39.3165006973, -76.6481402706)",01/01/10714,39.3165006973,-76.6481402706
13564,0224 010,1926 FREDERICK AVE,BOYD-BOOTH,9,SOUTHWESTERN,"(39.2867072834, -76.6476862453)",01/01/120613,39.2867072834,-76.6476862453
13565,3847 092,301 E 29TH ST,HARWOOD,12,NORTHERN,"(39.3231743827, -76.6125688106)",01/01/90814,39.3231743827,-76.6125688106
13566,1102 040,1806 N BROADWAY,OLIVER,12,EASTERN,"(39.3108732164, -76.595438144)",01/01/12915,39.3108732164,-76.595438144
13567,0238 016,826 W LOMBARD ST,HOLLINS MARKET,9,SOUTHERN,"(39.2871774172, -76.6290825381)",01/01/20515,39.2871774172,-76.6290825381
13568,0095 063,1924 HARLEM AVE,MIDTOWN-EDMONDSON,9,WESTERN,"(39.2965594555, -76.6481297513)",01/01/42913,39.2965594555,-76.6481297513
13569,3327G019,3817 PALL MALL ROAD,GREENSPRING,6,NORTHERN,"(39.3336327074, -76.6587991142)",01/01/71610,39.3336327074,-76.6587991142
13570,4114F013,2535 GARRETT AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,"(39.3190794308, -76.5982256191)",01/01/50508,39.3190794308,-76.5982256191
13571,1542 074,1220 N POTOMAC ST,BEREA,13,EASTERN,"(39.3055490385, -76.5758701023)",01/01/51812,39.3055490385,-76.5758701023
13572,0204 016,2243 W BALTIMORE ST,BOYD-BOOTH,9,SOUTHWESTERN,"(39.2877125934, -76.6526499035)",01/01/20711,39.2877125934,-76.6526499035
13573,5158A028,616 GLENWOOD AVE,WOODBOURNE-MCCABE,4,NORTHERN,"(39.3538697719, -76.6069537023)",01/01/91914,39.3538697719,-76.6069537023
13574,1125 029,1530 N CAROLINE ST,OLIVER,12,EASTERN,"(39.3080992155, -76.5984943138)",01/01/11713,39.3080992155,-76.5984943138
13575,4552 103,3407 PATON AVE,ARLINGTON,5,NORTHWESTERN,"(39.3486609562, -76.677638253)",01/01/112114,39.3486609562,-76.677638253
13576,3176 004,3732 REISTERSTOWN ROAD,PARK CIRCLE,6,NORTHWESTERN,"(39.3309968652, -76.6622979118)",01/01/92308,39.3309968652,-76.6622979118
13577,2163 014,118 N WHEELER AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,"(39.2896709608, -76.6546779179)",01/01/73101,39.2896709608,-76.6546779179
13578,0118 011,521 N PULASKI ST,MIDTOWN-EDMONDSON,9,WESTERN,"(39.2941992881, -76.6501658076)",01/01/11907,39.2941992881,-76.6501658076
13579,0309 011,2118 MCCULLOH ST,DRUID HEIGHTS,7,CENTRAL,"(39.3090749613, -76.6363164046)",01/01/71514,39.3090749613,-76.6363164046
13580,0249 034,1243 W LOMBARD ST,HOLLINS MARKET,9,SOUTHERN,"(39.2863713236, -76.6377799261)",01/01/120914,39.2863713236,-76.6377799261
13581,0280 010,318 S CALHOUN ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,"(39.2840659256, -76.6395374414)",01/01/82407,39.2840659256,-76.6395374414
13582,0037 017,1327 N CAREY ST,SANDTOWN-WINCHESTER,7,WESTERN,"(39.3041814435, -76.6387239212)",01/01/10815,39.3041814435,-76.6387239212
13583,0113 023,1205 HARLEM AVE,HARLEM PARK,9,WESTERN,"(39.2965032441, -76.6377089514)",01/01/31512,39.2965032441,-76.6377089514
13584,3206 023,1907 N PULASKI ST,MONDAWMIN,7,WESTERN,"(39.3101793527, -76.6510887738)",01/01/31014,39.3101793527,-76.6510887738
13585,6155 007,512 N EAST AVE,ELLWOOD PARK/MONUMENT,13,SOUTHEASTERN,"(39.297459986, -76.5723929213)",01/01/12015,39.297459986,-76.5723929213
13586,3400 033,1732 W NORTH AVE,PENN NORTH,7,WESTERN,"(39.3101559376, -76.6459326417)",01/01/70610,39.3101559376,-76.6459326417
13587,1484 055,2316 E OLIVER ST,BROADWAY EAST,13,EASTERN,"(39.3080544922, -76.5847857746)",01/01/110510,39.3080544922,-76.5847857746
13588,0107 022,1917 HARLEM AVE,MIDTOWN-EDMONDSON,9,WESTERN,"(39.2961566771, -76.647944106)",01/01/20309,39.2961566771,-76.647944106
13589,3803 023,325 E 20TH ST,BARCLAY,12,EASTERN,"(39.3121961153, -76.6115885555)",01/01/91406,39.3121961153,-76.6115885555
13590,7841L024,2137 PARKSLEY AVE,MORRELL PARK,10,SOUTHWESTERN,"(39.2634509229, -76.6496036534)",01/01/31415,39.2634509229,-76.6496036534
13591,4095 007,914 MONTPELIER ST,BETTER WAVERLY,14,NORTHERN,"(39.3250943437, -76.6044695019)",01/01/50108,39.3250943437,-76.6044695019
13592,4218R026,3607 FALLSTAFF ROAD,FALLSTAFF,5,NORTHWESTERN,"(39.3638150889, -76.7034206461)",01/01/32715,39.3638150889,-76.7034206461
13593,0372 008,701 MOSHER ST,UPTON,11,CENTRAL,"(39.3003479717, -76.6344738734)",01/01/120310,39.3003479717,-76.6344738734
13594,0075 032,920 N STRICKER ST,SANDTOWN-WINCHESTER,9,WESTERN,"(39.299505308, -76.6418315501)",01/01/110804,39.299505308,-76.6418315501
13595,0107 043,617 N PAYSON ST,MIDTOWN-EDMONDSON,9,WESTERN,"(39.2957962602, -76.648817029)",01/01/110305,39.2957962602,-76.648817029
13596,7441A007,2243 SIDNEY AVE,WESTPORT,10,SOUTHERN,"(39.2630996758, -76.6326448202)",01/01/71006,39.2630996758,-76.6326448202
13597,0120 027,1809 EDMONDSON AVE,HARLEM PARK,9,WESTERN,"(39.2949876404, -76.6461987681)",01/01/100611,39.2949876404,-76.6461987681
13598,0272 019,2137 MCHENRY ST,CARROLLTON RIDGE,9,SOUTHWESTERN,"(39.2839052218, -76.6507436137)",01/01/11212,39.2839052218,-76.6507436137
13599,1568 096,1027 N CASTLE ST,MIDDLE EAST,13,EASTERN,"(39.3028821174, -76.5887692038)",01/01/50305,39.3028821174,-76.5887692038
13600,0162 094,1905 W SARATOGA ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,"(39.2917556936, -76.6477014316)",01/01/122408,39.2917556936,-76.6477014316
13601,7116 055,834 JACK ST,BROOKLYN,10,SOUTHERN,"(39.2315785202, -76.5997389495)",01/01/60205,39.2315785202,-76.5997389495
13602,2141 020,2657 LEHMAN ST,MILLHILL,9,SOUTHWESTERN,"(39.2800879562, -76.6583944889)",01/01/121214,39.2800879562,-76.6583944889
13603,1522 085,2611 GROGAN AVE,BEREA,13,EASTERN,"(39.3062967842, -76.5807037269)",01/01/101910,39.3062967842,-76.5807037269
13604,4607 025,3508 WOODLAND AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,"(39.3421895399, -76.6737142665)",01/01/31306,39.3421895399,-76.6737142665
13605,0121 060,1718 W FRANKLIN ST,HARLEM PARK,9,WESTERN,"(39.2941197632, -76.6446575148)",01/01/20613,39.2941197632,-76.6446575148
13606,0205 058,6 S PULASKI ST,BOYD-BOOTH,9,SOUTHWESTERN,"(39.2876144733, -76.650271735)",01/01/62106,39.2876144733,-76.650271735
13607,3212 037,2027 N SMALLWOOD ST,MONDAWMIN,7,WESTERN,"(39.3116320121, -76.6525811883)",01/01/32114,39.3116320121,-76.6525811883
13608,0114 056,628 N ARLINGTON AVE,HARLEM PARK,9,WESTERN,"(39.2963030474, -76.6359821066)",01/01/21512,39.2963030474,-76.6359821066
13609,4002 020,1910 OAK HILL AVE,EAST BALTIMORE MIDWAY,12,EASTERN,"(39.3122293113, -76.6064545044)",01/01/60513,39.3122293113,-76.6064545044
13610,3175A029,2814 KEYWORTH AVE,TOWANDA-GRANTLEY,6,NORTHWESTERN,"(39.3324675429, -76.6640799507)",01/01/30912,39.3324675429,-76.6640799507
13611,0118 109,534 N BRICE ST,MIDTOWN-EDMONDSON,9,WESTERN,"(39.2946210333, -76.6499183881)",01/01/31114,39.2946210333,-76.6499183881
13612,3347C034,2607 LOYOLA SOUTHWAY,GREENSPRING,6,NORTHERN,"(39.3370610736, -76.6609671014)",01/01/50213,39.3370610736,-76.6609671014
13613,7649A001,601 CHERATON ROAD,CHERRY HILL,10,SOUTHERN,"(39.2517685737, -76.6230715781)",01/01/91010,39.2517685737,-76.6230715781
13614,0008 017,1732 N FULTON AVE,SANDTOWN-WINCHESTER,7,WESTERN,"(39.3086478292, -76.6466738248)",01/01/81911,39.3086478292,-76.6466738248
13615,3301 134,3403 SAINT AMBROSE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,"(39.3413222276, -76.670778356)",01/01/80114,39.3413222276,-76.670778356
13616,0703 009,2017 WILKENS AVE,CARROLLTON RIDGE,9,SOUTHERN,"(39.281249308, -76.6481465836)",01/01/42613,39.281249308,-76.6481465836
13617,3322 004,3806 PARK HEIGHTS AVE,PARK CIRCLE,6,NORTHWESTERN,"(39.3321274712, -76.6613828263)",01/01/12012,39.3321274712,-76.6613828263
13618,0274 103,1905 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,"(39.2835273591, -76.6472378359)",01/01/72612,39.2835273591,-76.6472378359
13619,0194 068,17 N BRUCE ST,FRANKLIN SQUARE,9,WESTERN,"(39.2887456508, -76.6443993844)",01/01/10611,39.2887456508,-76.6443993844
13620,1627 073,718 N BELNORD AVE,MADISON-EASTEND,13,EASTERN,"(39.2996044925, -76.5789943495)",01/01/102307,39.2996044925,-76.5789943495
13621,1117 015,1631 N CAROLINE ST,OLIVER,12,EASTERN,"(39.3091522987, -76.5980052644)",01/01/70907,39.3091522987,-76.5980052644
13622,1112 036,1614 HOLBROOK ST,OLIVER,12,EASTERN,"(39.3085519802, -76.6034549006)",01/01/40212,39.3085519802,-76.6034549006
13623,3347 005,2468 SHIRLEY AVE,GREENSPRING,6,NORTHERN,"(39.3361192488, -76.659225075)",01/01/32708,39.3361192488,-76.659225075
13624,0263 015,205 S GILMOR ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,"(39.2851903375, -76.6419265138)",01/01/61710,39.2851903375,-76.6419265138
13625,1477 071,1716 E OLIVER ST,BROADWAY EAST,12,EASTERN,"(39.3077096212, -76.5936791201)",01/01/11008,39.3077096212,-76.5936791201
13626,2218 037,2852 W MULBERRY ST,PENROSE/FAYETTE STREET OUTREACH,9,SOUTHWESTERN,"(39.2927745138, -76.6639311316)",01/01/90607,39.2927745138,-76.6639311316
13627,2243C036A,55 S MORLEY ST,SAINT JOSEPHS,8,SOUTHWESTERN,"(39.2854849963, -76.6750227642)",01/01/20614,39.2854849963,-76.6750227642
13628,1468 072,1616 N CHAPEL ST,BROADWAY EAST,12,EASTERN,"(39.3092790479, -76.5910552399)",01/01/92707,39.3092790479,-76.5910552399
13629,4171 087,1949 PERLMAN PL,SOUTH CLIFTON PARK,12,EASTERN,"(39.3136890841, -76.5866541822)",01/01/121808,39.3136890841,-76.5866541822
13630,1126 059,1538 N BOND ST,OLIVER,12,EASTERN,"(39.3082834671, -76.5970825275)",01/01/10714,39.3082834671,-76.5970825275
13631,0064 053,1010 N CAREY ST,SANDTOWN-WINCHESTER,9,WESTERN,"(39.3006341081, -76.6390729781)",01/01/32515,39.3006341081,-76.6390729781
13632,1111 095,445 E LANVALE ST,GREENMOUNT WEST,12,EASTERN,"(39.3088340084, -76.6094338309)",01/01/22515,39.3088340084,-76.6094338309
13633,0078 027,1221 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,"(39.299882919, -76.6382093779)",01/01/100711,39.299882919,-76.6382093779
13634,1109 084,1716 N BETHEL ST,OLIVER,12,EASTERN,"(39.3101349983, -76.5962215816)",01/01/70710,39.3101349983,-76.5962215816
13635,2213B026L,2604 LAURETTA AVE,ROSEMONT HOMEOWNERS/TENANTS,9,WESTERN,"(39.2940716778, -76.6596127193)",01/01/71514,39.2940716778,-76.6596127193
13636,4620 061,3417 WOODLAND AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,"(39.3422853859, -76.6729692054)",01/01/82313,39.3422853859,-76.6729692054
13637,0055B027,1152 N CAREY ST,SANDTOWN-WINCHESTER,9,WESTERN,"(39.3022601863, -76.6391469556)",01/01/42412,39.3022601863,-76.6391469556
13638,0291 033,405 S MONROE ST,CARROLLTON RIDGE,9,SOUTHERN,"(39.2829697747, -76.646434564)",01/01/42314,39.2829697747,-76.646434564
13639,6343 021,421 ELRINO ST,BAYVIEW,1,SOUTHEASTERN,"(39.2885327406, -76.5425993545)",01/01/121313,39.2885327406,-76.5425993545
13640,3183 022,2821 QUANTICO AVE,TOWANDA-GRANTLEY,6,NORTHWESTERN,"(39.3354959896, -76.666558085)",01/01/82214,39.3354959896,-76.666558085
13641,3003 086,3000 HERBERT ST,WALBROOK,7,SOUTHWESTERN,"(39.3097056755, -76.6681117826)",01/01/52908,39.3097056755,-76.6681117826
13642,4171 022,2242 E NORTH AVE,SOUTH CLIFTON PARK,12,EASTERN,"(39.3127596053, -76.5862846485)",01/01/120211,39.3127596053,-76.5862846485
13643,0469 015,831 EDMONDSON AVE,UPTON,11,CENTRAL,"(39.2958968781, -76.6319415364)",01/01/102408,39.2958968781,-76.6319415364
13644,3230 029,2800 AUCHENTOROLY TERR,PARKVIEW/WOODBROOK,7,WESTERN,"(39.3155104307, -76.6450833749)",01/01/71706,39.3155104307,-76.6450833749
13645,0055D044,1127 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9,WESTERN,"(39.3018186038, -76.6371972751)",01/01/122608,39.3018186038,-76.6371972751
13646,1549 055,1114 N WOLFE ST,MIDDLE EAST,12,EASTERN,"(39.3039964544, -76.5914730309)",01/01/72312,39.3039964544,-76.5914730309
13647,1109 086,1720 N BETHEL ST,OLIVER,12,EASTERN,"(39.3102005066, -76.5962257574)",01/01/120204,39.3102005066,-76.5962257574
13648,0112 002,602 N CAREY ST,HARLEM PARK,9,WESTERN,"(39.2956078722, -76.6387910383)",01/01/32312,39.2956078722,-76.6387910383
13649,4603 019,4976 EDGEMERE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,"(39.345303486, -76.6755957894)",01/01/20210,39.345303486,-76.6755957894
13650,0250 009,1116 W PRATT ST,HOLLINS MARKET,9,SOUTHERN,"(39.2858997863, -76.6356112114)",01/01/121506,39.2858997863,-76.6356112114
13651,2109 089,2529 CHRISTIAN ST,MILLHILL,9,SOUTHWESTERN,"(39.2796275066, -76.6554900365)",01/01/112807,39.2796275066,-76.6554900365
13652,0711 029,1848 EAGLE ST,CARROLLTON RIDGE,9,SOUTHERN,"(39.281219339, -76.6459881892)",01/01/110305,39.281219339,-76.6459881892
13653,4070A045,533 E 27TH ST,BETTER WAVERLY,14,NORTHERN,"(39.3207040567, -76.6080221997)",01/01/12910,39.3207040567,-76.6080221997
13654,4092 016,2938 INDEPENDENCE ST,BETTER WAVERLY,14,NORTHERN,"(39.3240744216, -76.6038976694)",01/01/22415,39.3240744216,-76.6038976694
13655,1102 035,1626 E LAFAYETTE AVE,OLIVER,12,EASTERN,"(39.3108139338, -76.5957110305)",01/01/62408,39.3108139338,-76.5957110305
13656,5216 019,4739 ALHAMBRA AVE,WRENLANE,4,NORTHERN,"(39.3457439226, -76.6069044009)",01/01/91708,39.3457439226,-76.6069044009
13657,3165 009,3720 TOWANDA AVE,PARK CIRCLE,6,NORTHWESTERN,"(39.3302783087, -76.6630584776)",01/01/60812,39.3302783087,-76.6630584776
13658,1670 033,448 N PATTERSON PARK AVE,CARE,13,EASTERN,"(39.296437115, -76.5852480436)",01/01/12214,39.296437115,-76.5852480436
13659,3210 001,1900 WALBROOK AVE,MONDAWMIN,7,WESTERN,"(39.3110560717, -76.6483870583)",01/01/101014,39.3110560717,-76.6483870583
13660,0576 015,317 N PACA ST,DOWNTOWN,11,CENTRAL,"(39.2932974121, -76.6221367853)",01/01/11714,39.2932974121,-76.6221367853
13661,3207 062,1912 N MONROE ST,MONDAWMIN,7,WESTERN,"(39.3104868845, -76.6484597844)",01/01/100407,39.3104868845,-76.6484597844
13662,1521 061,1323 N MILTON AVE,BEREA,13,EASTERN,"(39.3065962899, -76.5825407659)",01/01/40109,39.3065962899,-76.5825407659
13663,3342A081,2460 KEYWORTH AVE,GREENSPRING,6,NORTHERN,"(39.3351477119, -76.6589710867)",01/01/62811,39.3351477119,-76.6589710867
13664,0176 020A,2040 W FAYETTE ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,"(39.2895299733, -76.6499414412)",01/01/112006,39.2895299733,-76.6499414412
13665,0699 067,1918 CHRISTIAN ST,CARROLLTON RIDGE,9,SOUTHERN,"(39.2826482856, -76.6474086806)",01/01/50208,39.2826482856,-76.6474086806
13666,3207 003,1904 W NORTH AVE,MONDAWMIN,7,WESTERN,"(39.3100288359, -76.6484097178)",01/01/111513,39.3100288359,-76.6484097178
13667,0104 039,928 HARLEM AVE,HARLEM PARK,9,WESTERN,"(39.2970770282, -76.6343425212)",01/01/40908,39.2970770282,-76.6343425212
13668,1611 053,812 N BELNORD AVE,MADISON-EASTEND,13,EASTERN,"(39.3005514864, -76.5790539192)",01/01/120205,39.3005514864,-76.5790539192
13669,1604 029,2013 ASHLAND AVE,MIDDLE EAST,13,EASTERN,"(39.3005140361, -76.5889418446)",01/01/31209,39.3005140361,-76.5889418446
13670,5733D158,4714 DUNCREST AVE,CEDMONT,2,NORTHEASTERN,"(39.342847981, -76.5333234084)",01/01/11615,39.342847981,-76.5333234084
13671,1591 066,2410 ASHLAND AVE,MILTON-MONTFORD,13,EASTERN,"(39.3011029754, -76.5834781722)",01/01/12215,39.3011029754,-76.5834781722
13672,4543A010,5219 LINDEN HEIGHTS AVE,WOODMERE,5,NORTHWESTERN,"(39.3444415306, -76.6837463885)",01/01/82313,39.3444415306,-76.6837463885
13673,0009 022,1725 WESTWOOD AVE,SANDTOWN-WINCHESTER,7,WESTERN,"(39.3086645633, -76.6457370654)",01/01/51512,39.3086645633,-76.6457370654
13674,1138 105,1406 N BETHEL ST,OLIVER,12,EASTERN,"(39.3066604463, -76.596180202)",01/01/110705,39.3066604463,-76.596180202
13675,2817 026,2151 MOUNT HOLLY ST,MOUNT HOLLY,7,SOUTHWESTERN,"(39.3122783833, -76.6816026543)",01/01/52705,39.3122783833,-76.6816026543
13676,0620 050,104 PARK AVE,DOWNTOWN,11,CENTRAL,"(39.2908206669, -76.6181748175)",01/01/111912,39.2908206669,-76.6181748175
13677,0096 083,1823 RAYNER AVE,HARLEM PARK,9,WESTERN,"(39.2968321361, -76.6468418154)",01/01/40912,39.2968321361,-76.6468418154
13678,1606 046,814 N PATTERSON PARK AVE,MIDDLE EAST,13,EASTERN,"(39.300158972, -76.5854802507)",01/01/81210,39.300158972,-76.5854802507
13679,0175 046,2112 VINE ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,"(39.2900407549, -76.6505814186)",01/01/110311,39.2900407549,-76.6505814186
13680,2332C011,1421 POPLAR GROVE ST,NORTHWEST COMMUNITY ACTION,9,SOUTHWESTERN,"(39.3042026498, -76.6651613385)",01/01/122413,39.3042026498,-76.6651613385
13681,3211 066,2002 N PAYSON ST,MONDAWMIN,7,WESTERN,"(39.3111672451, -76.6502269439)",01/01/101310,39.3111672451,-76.6502269439
13682,7139A032,3826 10TH ST,BROOKLYN,10,SOUTHERN,"(39.2317161841, -76.5974135089)",01/01/100711,39.2317161841,-76.5974135089
13683,1449 016,2030 E LAFAYETTE AVE,BROADWAY EAST,12,EASTERN,"(39.3110615703, -76.5895260697)",01/01/32410,39.3110615703,-76.5895260697
13684,0373 008,1414 ARGYLE AVE,UPTON,11,CENTRAL,"(39.3006372365, -76.6332137799)",01/01/41306,39.3006372365,-76.6332137799
13685,0289 055,2118 ASHTON ST,CARROLLTON RIDGE,9,SOUTHWESTERN,"(39.2823222525, -76.6505437448)",01/01/82610,39.2823222525,-76.6505437448
